# Species	Genes	Alg.-Conn.	GCA_001553005.1_ASM155300v1_protein.faa	GCA_001553035.1_ASM155303v1_protein.faa	GCF_000019245.4_ASM1924v3_protein.faa	GCF_000027145.1_ASM2714v1_protein.faa	GCF_000063585.1_ASM6358v1_protein.faa	GCF_000145215.1_ASM14521v1_protein.faa	GCF_000166335.1_ASM16633v1_protein.faa	GCF_000166355.1_ASM16635v1_protein.faa	GCF_000166775.1_ASM16677v1_protein.faa	GCF_000196035.1_ASM19603v1_protein.faa	GCF_000242855.2_ASM24285v2_protein.faa	GCF_000473245.1_ASM47324v1_protein.faa	GCF_000763515.1_ASM76351v1_protein.faa	GCF_000769555.1_ASM76955v1_protein.faa	GCF_000829055.1_ASM82905v1_protein.faa	GCF_001042715.1_ASM104271v1_protein.faa	GCF_001050475.1_ASM105047v1_protein.faa	GCF_001687565.2_ASM168756v2_protein.faa	GCF_001687585.2_ASM168758v2_protein.faa	GCF_001687665.2_ASM168766v2_protein.faa	GCF_001951175.1_ASM195117v1_protein.faa	GCF_001971585.1_ASM197158v1_protein.faa	GCF_002009235.1_ASM200923v1_protein.faa	GCF_002706745.1_ASM270674v1_protein.faa	GCF_003606265.1_ASM360626v1_protein.faa	GCF_003614235.1_ASM361423v1_protein.faa	GCF_003641145.1_ASM364114v1_protein.faa	GCF_003641185.1_ASM364118v1_protein.faa	GCF_003999255.1_ASM399925v1_protein.faa	GCF_004103615.1_ASM410361v1_protein.faa	GCF_004785625.2_ASM478562v2_protein.faa	GCF_006007945.1_ASM600794v1_protein.faa	GCF_007954525.1_ASM795452v1_protein.faa	GCF_007954605.1_ASM795460v1_protein.faa	GCF_007954785.1_ASM795478v1_protein.faa	GCF_009648575.1_ASM964857v1_protein.faa	GCF_009913915.1_ASM991391v1_protein.faa	GCF_012396635.1_ASM1239663v1_protein.faa	GCF_014042035.1_ASM1404203v1_protein.faa	GCF_015234765.1_ASM1523476v1_protein.faa	GCF_016127255.1_ASM1612725v1_protein.faa	GCF_018363075.1_ASM1836307v1_protein.faa	GCF_900120125.1_PRJEB18020_protein.faa	GCF_900187165.1_52121_G02_protein.faa	GCF_900638015.1_54984_A01_protein.faa
33	40	0.282	KXB54987.1	KXB60321.1	WP_013245487.1	WP_012984950.1	WP_003358881.1	*	*	*	*	NP_464088.1	WP_003153413.1,WP_015387545.1	WP_009794817.1	WP_025279768.1	WP_003153413.1,WP_014419156.1	WP_025012770.1	WP_044823251.1,WP_044825585.1	WP_048706225.1	WP_006828546.1	WP_008497671.1	WP_065526778.1	*	WP_076616371.1	WP_058385838.1,WP_071154520.1	WP_010020403.1	WP_066677000.1	WP_003376355.1	WP_171284604.1	WP_175365124.1	*	WP_046129855.1,WP_046131531.1,WP_173427508.1	WP_112224398.1	WP_057814795.1	*	*	*	WP_045554404.1	*	WP_031550855.1	WP_043926775.1,WP_182070271.1	WP_179940624.1	*	*	WP_062171722.1	WP_089864277.1	WP_126320348.1
3	3	1	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	WP_146955633.1	*	WP_150288687.1	*	*	*	WP_010295675.1	*	*	*	*
2	2	1	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	WP_146955645.1	*	WP_146955645.1	*	*	*	*	*	*	*	*
2	2	1	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	WP_146992572.1	*	WP_011680041.1	*	*	*	*	*	*	*	*
3	3	1	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	WP_146992653.1	*	WP_150288682.1	*	*	*	WP_010295690.1	*	*	*	*
3	3	1	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	WP_146992655.1	*	WP_150288747.1	*	*	*	WP_031941260.1	*	*	*	*
3	4	0.25	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	WP_146992657.1	*	WP_150288694.1	*	*	*	WP_010278039.1,WP_168441542.1	*	*	*	*
2	2	1	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	WP_146992684.1	*	WP_105296052.1	*	*	*	*	*	*	*	*
2	2	1	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	WP_146992715.1	*	WP_021210377.1	*	*	*	*	*	*	*	*
2	2	1	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	WP_146992717.1	*	WP_146955671.1	*	*	*	*	*	*	*	*
3	3	1	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	WP_146992740.1	*	WP_102753279.1	*	*	*	WP_010295463.1	*	*	*	*
3	3	1	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	WP_146992741.1	*	WP_102753280.1	*	*	*	WP_010294022.1	*	*	*	*
2	2	1	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	WP_146992744.1	*	WP_102753281.1	*	*	*	*	*	*	*	*
2	2	1	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	WP_146992748.1	*	WP_102753283.1	*	*	*	*	*	*	*	*
3	3	1	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	WP_146992750.1	*	WP_102753284.1	*	*	*	WP_010294023.1	*	*	*	*
3	3	1	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	WP_146992752.1	*	WP_061514851.1	*	*	*	WP_010294024.1	*	*	*	*
3	3	1	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	WP_146992755.1	*	WP_061514850.1	*	*	*	WP_010294025.1	*	*	*	*
3	3	1	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	WP_146992757.1	*	WP_061514849.1	*	*	*	WP_010294027.1	*	*	*	*
2	2	1	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	WP_146992805.1	*	WP_160215214.1	*	*	*	*	*	*	*	*
3	3	1	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	WP_186727495.1	*	WP_150288683.1	*	*	*	WP_010295688.1	*	*	*	*
3	3	1	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	WP_243130158.1	*	WP_243148737.1	*	*	*	WP_010295695.1	*	*	*	*
3	3	1	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	WP_243130159.1	*	WP_150288689.1	*	*	*	WP_010291582.1	*	*	*	*
2	2	1	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	WP_243130161.1	*	WP_146955675.1	*	*	*	*	*	*	*	*
2	2	1	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	WP_243130162.1	*	WP_146955674.1	*	*	*	*	*	*	*	*
2	2	1	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	WP_243130163.1	*	WP_146958288.1	*	*	*	*	*	*	*	*
2	2	1	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	WP_243130164.1	*	WP_160215181.1	*	*	*	*	*	*	*	*
2	2	1	*	KXB61130.1	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	WP_072520475.1	*	*
2	2	1	*	KXB58765.1	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	WP_010278751.1	*	*	*	*
2	2	1	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	WP_011680273.1	*	*	*	WP_010276355.1	*	*	*	*
2	2	1	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	WP_010279386.1	*	*	*	WP_010278479.1	*	*	*	*
2	2	1	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	WP_105295938.1	*	*	*	WP_010278492.1	*	*	*	*
3	3	0.333	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	WP_085699084.1	*	WP_025268092.1	*	*	*	WP_010280277.1	*	*	*	*
2	2	1	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	WP_048592964.1	*	*	*	WP_010280322.1	*	*	*	*
2	2	1	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	WP_011679578.1	*	*	*	WP_010281869.1	*	*	*	*
2	2	1	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	WP_242824525.1	*	*	*	WP_010292497.1	*	*	*	*
2	2	1	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	WP_011679995.1	*	*	*	WP_010294197.1	*	*	*	*
2	2	1	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	WP_010280212.1	*	*	*	WP_010295866.1	*	*	*	*
2	2	1	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	WP_105296118.1	*	*	*	WP_010296262.1	*	*	*	*
2	2	1	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	WP_004900243.1	*	*	*	*	*	WP_010295859.1	*	*	*	*
2	2	1	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	WP_004902247.1	*	*	*	*	*	WP_004915105.1	*	*	*	*
2	2	1	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	WP_085699471.1	*	*	*	*	*	WP_010292362.1	*	*	*	*
2	2	1	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	WP_085699473.1	*	*	*	*	*	WP_010292360.1	*	*	*	*
2	2	1	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	WP_146992826.1	*	*	*	*	*	WP_228934210.1	*	*	*	*
2	2	1	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	WP_146992932.1	*	*	*	*	*	WP_010292364.1	*	*	*	*
2	2	1	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	WP_055308153.1	*	*	*	*	*	*	WP_010276515.1	*	*	*	*
2	2	1	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	WP_077281902.1	*	*	*	*	*	*	WP_031941378.1	*	*	*	*
2	2	1	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	WP_077283101.1	*	*	*	*	*	*	WP_010296159.1	*	*	*	*
2	2	1	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	WP_147000612.1	*	*	*	*	*	*	WP_010279109.1	*	*	*	*
2	2	1	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	WP_147001053.1	*	*	*	*	*	*	WP_010276435.1	*	*	*	*
2	2	1	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	WP_147001170.1	*	*	*	*	*	*	WP_010292579.1	*	*	*	*
2	2	1	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	WP_147001378.1	*	*	*	*	*	*	WP_010280351.1	*	*	*	*
2	2	1	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	WP_147001434.1	*	*	*	*	*	*	WP_010279598.1	*	*	*	*
2	2	1	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	WP_186727236.1	*	*	*	*	*	*	WP_010295962.1	*	*	*	*
2	2	1	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	WP_243129770.1	*	*	*	*	*	*	WP_168441517.1	*	*	*	*
5	5	1	KXB54995.1	KXB63123.1	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	WP_006364100.1	*	WP_179941502.1	*	*	WP_062174481.1	*	*
5	5	1	KXB55058.1	KXB63076.1	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	WP_031554444.1	*	WP_179940583.1	*	*	WP_062172881.1	*	*
2	2	1	KXB56279.1	KXB58216.1	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*
4	4	1	KXB56294.1	KXB57952.1	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	WP_006363894.1	*	*	*	*	WP_072520246.1	*	*
3	3	1	*	KXB57953.1	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	WP_031553581.1	*	*	*	*	WP_062174629.1	*	*
5	6	0.333	KXB56298.1	KXB59705.1	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	WP_031553446.1	*	WP_179941011.1,WP_179941859.1	*	*	WP_062171967.1	*	*
3	3	1	KXB56306.1	KXB63088.1	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	WP_179941027.1	*	*	*	*	*
5	5	1	KXB57114.1	KXB59790.1	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	WP_031551302.1	*	WP_179940436.1	*	*	WP_062172986.1	*	*
5	5	1	KXB57115.1	KXB59789.1	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	WP_155835427.1	*	WP_179940439.1	*	*	WP_062172985.1	*	*
2	2	1	KXB57293.1	KXB63359.1	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*
4	4	1	KXB57305.1	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	WP_031554380.1	*	WP_228098647.1	*	*	WP_072520243.1	*	*
4	5	0.166	KXB57311.1	KXB57737.1,KXB63364.1	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	WP_247599273.1	*	*	*	*	WP_062171774.1	*	*
4	5	0.166	KXB57321.1	KXB57749.1	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	WP_031554058.1,WP_031554192.1	*	WP_179941918.1	*	*	*	*	*
5	5	1	KXB57522.1	KXB64183.1	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	WP_006364682.1	*	WP_179941780.1	*	*	WP_062172122.1	*	*
5	5	1	KXB57662.1	KXB59574.1	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	WP_031553039.1	*	WP_179940543.1	*	*	WP_062174273.1	*	*
5	5	1	KXB57667.1	KXB58344.1	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	WP_247599260.1	*	WP_179941355.1	*	*	WP_062173581.1	*	*
3	3	1	*	KXB57903.1	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	WP_031552366.1	*	*	*	*	WP_062173204.1	*	*
3	3	1	KXB57880.1	KXB62199.1	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	WP_062172958.1	*	*
2	2	1	KXB57913.1	KXB61446.1	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*
4	5	0.4	KXB57978.1	KXB61979.1	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	WP_031550274.1	*	*	*	*	WP_062173168.1,WP_234971575.1	*	*
5	5	1	KXB57985.1	KXB61982.1	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	WP_031550155.1	*	WP_179940116.1	*	*	WP_062173132.1	*	*
5	5	1	KXB58003.1	KXB61388.1	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	WP_031550036.1	*	WP_179941553.1	*	*	WP_062174363.1	*	*
5	5	1	KXB58016.1	KXB59541.1	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	WP_031551193.1	*	WP_179940018.1	*	*	WP_021752928.1	*	*
2	2	1	KXB58101.1	KXB60976.1	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*
5	5	1	KXB58239.1	KXB63140.1	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	WP_031550987.1	*	WP_179940286.1	*	*	WP_062172856.1	*	*
5	5	1	KXB58309.1	KXB63157.1	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	WP_035496272.1	*	WP_179939685.1	*	*	WP_062174154.1	*	*
5	5	1	KXB58451.1	KXB59059.1	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	WP_081821890.1	*	WP_179941232.1	*	*	WP_062171736.1	*	*
5	5	1	KXB58466.1	KXB59639.1	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	WP_247599266.1	*	WP_179939877.1	*	*	WP_062174506.1	*	*
5	5	1	KXB58475.1	KXB57127.1	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	WP_031554114.1	*	WP_179940660.1	*	*	WP_072520085.1	*	*
5	5	1	KXB58577.1	KXB59371.1	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	WP_031551965.1	*	WP_179940900.1	*	*	WP_062173553.1	*	*
2	2	1	KXB58589.1	KXB63574.1	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*
5	5	1	KXB58651.1	KXB61959.1	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	WP_031550104.1	*	WP_179940718.1	*	*	WP_062173115.1	*	*
5	5	1	KXB58712.1	KXB59641.1	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	WP_031554021.1	*	WP_179939869.1	*	*	WP_062174500.1	*	*
5	5	1	KXB58737.1	KXB62216.1	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	WP_031553770.1	*	WP_179940366.1	*	*	WP_062173147.1	*	*
5	5	1	KXB58806.1	KXB59249.1	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	WP_031553722.1	*	WP_179941378.1	*	*	WP_062173911.1	*	*
5	5	1	KXB58817.1	KXB62160.1	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	WP_031550788.1	*	WP_179939810.1	*	*	WP_062173098.1	*	*
5	5	0.2	KXB58820.1	KXB58269.1	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	WP_247599261.1	*	WP_179940868.1	*	*	WP_062173749.1	*	*
5	5	1	KXB58852.1	KXB60297.1	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	WP_031553401.1	*	WP_179940539.1	*	*	WP_072520282.1	*	*
5	5	1	KXB58904.1	KXB60313.1	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	WP_031550873.1	*	WP_179941488.1	*	*	WP_062173014.1	*	*
5	5	1	KXB58963.1	KXB62245.1	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	WP_031552319.1	*	WP_179940098.1	*	*	WP_072520332.1	*	*
5	5	1	KXB58964.1	KXB62244.1	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	WP_031552317.1	*	WP_179940100.1	*	*	WP_062173872.1	*	*
2	2	1	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	WP_014973858.1	WP_147000997.1	*	*	*	*	*	*	*	*	*	*	*
2	2	1	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	WP_014973947.1	WP_227784021.1	*	*	*	*	*	*	*	*	*	*	*
2	3	0.333	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	WP_147000546.1,WP_147000551.1	WP_243129784.1	*	*	*	*	*	*	*	*	*	*	*
2	2	1	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	WP_223822755.1	WP_243129782.1	*	*	*	*	*	*	*	*	*	*	*
2	2	1	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	WP_003375058.1	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	WP_095177392.1	*
2	2	1	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	WP_003375143.1	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	WP_096636469.1	*
2	2	1	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	WP_003375177.1	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	WP_095178076.1	*
2	2	1	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	WP_003375572.1	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	WP_181814544.1	*
2	2	1	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	WP_003377047.1	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	WP_095177967.1	*
2	2	1	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	WP_003377178.1	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	WP_143012637.1	*
2	2	1	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	WP_004443648.1	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	WP_095177175.1	*
2	2	1	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	WP_004443782.1	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	WP_095177186.1	*
